author,title,passage_id,text,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability_Kincaid,readability_ARI,readability_Coleman-Liau,readability_FleschReadingEase,readability_GunningFogIndex,readability_LIX,readability_SMOGIndex,readability_RIX,readability_DaleChallIndex,info_characters_per_word,info_syll_per_word,info_words_per_sentence,info_type_token_ratio,info_characters,info_syllables,info_words,info_wordtypes
E. Nesbit,The Phoenix and the Carpet,12665,"'Oh, do shut up, for any sake!' said Cyril, sinking into a chair. Robert smoothed the ruffled golden feathers, adding kindly--    'Squirrel doesn't mean to be a beast. It's only that the MOST AWFUL  thing has happened, and stories don't seem to matter so much. Don't be  cross. You won't be when you've heard what's happened.' 'Well, what HAS happened?'",353.0,84.0,7.0,3.4404761904761907,12.0,0.7142857142857143,0.0238095238095238,30.0,0.0793201133144475,0.0124999999999999,0.6553571428571429,23.04447761194029,30.417910447761194,6.662686014925377,49.17925373134331,28.591044776119404,80.43283582089552,12.486832980505138,9.0,11.90880447761194,3.895522388059701,1.0597014925373134,67.0,0.8208955223880597,261.0,71.0,67.0,55.0
E. Nesbit,The Phoenix and the Carpet,12727,"'We have met here today,' said the gentleman again, 'on an occasion  unparalleled in the annals of this office. Our respected Phoenix--'    'Head of the House,' said the Phoenix, in a hollow voice. 'I was coming to that. Our respected Phoenix, the Head of this ancient  House, has at length done us the honour to come among us. I think I may  say, gentlemen, that we are not insensible to this honour, and that we  welcome with no uncertain voice one whom we have so long desired to see  in our midst.'",502.0,112.0,5.0,3.5982142857142856,22.4,0.5892857142857143,0.0714285714285714,47.0,0.047808764940239,0.2166666666666666,0.45,34.91173913043478,43.97315217391304,8.100024793478262,8.624565217391321,40.71304347826087,107.21739130434784,19.431676725154983,14.0,10.77415652173913,4.119565217391305,1.2391304347826086,92.0,0.6630434782608695,379.0,114.0,92.0,61.0
E. Nesbit,The Phoenix and the Carpet,13175,"So they give me the letter, and of course I read the direction what was  written on it afore I shoved it into the post. And then when I'd sold  my barrowful, I was a-goin' 'ome with the chink in my pocket, and I'm  blowed if some bloomin' thievin' beggar didn't nick the lot whilst I was  just a-wettin' of my whistle, for callin' of oranges is dry work. Nicked  the bloomin' lot 'e did--and me with not a farden to take 'ome to my  brother and his missus.' 'How awful!' said Anthea, with much sympathy.",503.0,120.0,5.0,3.35,24.0,0.6333333333333333,0.075,54.0,0.0576540755467196,-0.2888888888888889,0.6,36.01191919191919,46.00606060606061,6.2912823333333385,13.204545454545482,41.62020202020202,111.12121212121212,15.24744871391589,12.0,12.853263636363636,3.808080808080808,1.101010101010101,99.0,0.7272727272727273,377.0,109.0,99.0,72.0
E. Nesbit,The Phoenix and the Carpet,15665,"There were wreaths of  tropic seaweed, there were rich tropic shells of the kind you would not  buy in the Kentish Town Road under at least fifteen pence a pair. There were turtles basking lumpily on the water's edge--but no cook, no  clothes, and no carpet. 'On, on! Into the sea!' gasped Cyril. 'They MUST hate water. I've--heard--savages always--dirty.' Their feet were splashing in the warm shallows before his breathless  words were ended. The calm baby-waves were easy to go through.",489.0,106.0,9.0,3.820754716981132,11.77777777777778,0.7075471698113207,0.0188679245283018,38.0,0.0572597137014314,0.1485119047619047,0.7333333333333333,31.99204819277109,41.9743373493976,11.18757197590362,13.527349397590385,35.609638554216865,102.27710843373494,15.24744871391589,16.0,12.1288421686747,4.650602409638554,1.289156626506024,83.0,0.7951807228915663,386.0,107.0,83.0,66.0
E. Nesbit,The Railway Children,62,"""I shall always, always love you--and Jim's second  cousin's wife's brother as well!"" And as the three children went home up the hill, Peter hugging the  engine, now quite its own self again, Bobbie told, with joyous leaps of  the heart, the story of how she had been an Engine-burglar. Chapter V. Prisoners and captives. It was one day when Mother had gone to Maidbridge. She had gone alone,  but the children were to go to the station to meet her.",449.0,100.0,5.0,3.67,20.0,0.72,0.05,40.0,0.0467706013363029,0.3666666666666667,0.5333333333333333,30.3747619047619,40.02678571428572,8.136350964285715,26.903571428571453,34.07619047619048,97.0952380952381,8.477225575051662,11.0,10.622542857142856,4.130952380952381,1.119047619047619,84.0,0.7857142857142857,347.0,94.0,84.0,66.0
E. Nesbit,The Railway Children,506,"Life at the Three Chimneys was never quite the same again after the old  gentleman came to see his grandson. Although they now knew his name,  the children never spoke of him by it--at any rate, when they were by  themselves. To them he was always the old gentleman, and I think he had  better be the old gentleman to us, too.",326.0,71.0,3.0,3.676056338028169,23.666666666666668,0.6901408450704225,0.1126760563380281,38.0,0.0276073619631901,0.1599999999999999,0.2449999999999999,22.10290322580645,28.865806451612904,7.810403645161291,47.0243548387097,27.380645161290325,74.90322580645162,13.954451150103322,8.0,7.730409677419354,4.096774193548387,1.1451612903225807,62.0,0.7419354838709677,254.0,71.0,62.0,46.0
E. Nesbit,The Railway Children,1423,"""Just as if coal had never been discovered,"" Phyllis whispered to her  sister. He gave them each an orange, and promised to take them up into the  signal-box one of these days, when he wasn't so busy. Several trains went through the station, and Peter noticed for the first  time that engines have numbers on them, like cabs.",325.0,69.0,3.0,3.869565217391304,23.0,0.8260869565217391,0.0869565217391304,32.0,0.0369230769230769,0.1166666666666666,0.2111111111111111,22.820000000000004,28.34694915254237,9.01097352542373,36.539830508474594,27.66779661016949,77.64406779661017,16.41640786499874,11.0,10.30967966101695,4.305084745762712,1.305084745762712,59.0,0.8983050847457628,254.0,77.0,59.0,53.0
E. Nesbit,The Railway Children,1962,"The first was a countryman with  two baskety boxes full of live chickens who stuck their russet heads  out anxiously through the wicker bars; the second was Miss Peckitt, the  grocer's wife's cousin, with a tin box and three brown-paper parcels;  and the third--    ""Oh! my Daddy, my Daddy!""",291.0,61.0,2.0,3.901639344262295,30.5,0.7704918032786885,0.0,20.0,0.0481099656357388,0.081060606060606,0.3972222222222222,18.876470588235296,24.66470588235294,9.32898998039216,50.56411764705884,23.537254901960782,66.68627450980392,13.954451150103322,8.0,10.500609803921568,4.372549019607843,1.2352941176470589,51.0,0.803921568627451,223.0,63.0,51.0,41.0
E. Nesbit,The Railway Children,2150,"As he did not happen to have a green  leather note-book with silver corners, the Porter gave him a yellow  envelope and on it he noted:--         379       663    and felt that this was the beginning of what would be a most interesting  collection. That night at tea he asked Mother if she had a green leather note-book  with silver corners. She had not; but when she heard what he wanted it  for she gave him a little black one.",429.0,86.0,3.0,3.825581395348837,28.666666666666668,0.7093023255813954,0.1162790697674418,46.0,0.0233100233100233,0.0351190476190476,0.3619047619047619,28.81240506329114,37.20810126582278,7.71621993670886,29.19936708860763,34.63797468354431,91.65822784810126,16.41640786499874,10.0,9.753507594936709,4.063291139240507,1.1518987341772151,79.0,0.7088607594936709,321.0,91.0,79.0,56.0
E. Nesbit,The Railway Children,3258,"Only let me be sure you do know which way the trains  come--and don't walk on the line near the tunnel or near corners."" ""Trains keep to the left like carriages,"" said Peter, ""so if we keep to  the right, we're bound to see them coming."" ""Very well,"" said Mother, and I dare say you think that she ought not  to have said it.",325.0,83.0,3.0,3.2048192771084336,27.666666666666668,0.6867469879518072,0.0963855421686747,33.0,0.0584615384615384,0.1693877551020408,0.5035147392290249,21.592424242424247,28.84,5.310357545454551,57.80863636363638,27.612121212121213,70.54545454545455,10.745966692414834,3.0,9.302524242424242,3.6666666666666665,0.9696969696969696,66.0,0.803030303030303,242.0,64.0,66.0,53.0
E. Nesbit,The Railway Children,3990,"""It might be anything,"" said Phyllis; ""what I've always wanted is a Baby  elephant--but I suppose they wouldn't know that."" ""Suppose it was gold models of steam-engines?"" said Bobbie. ""Or a big model of the scene of the prevented accident,"" suggested  Peter, ""with a little model train, and dolls dressed like us and the  engine-driver and fireman and passengers.""",364.0,82.0,4.0,3.817073170731707,20.5,0.6951219512195121,0.048780487804878,26.0,0.0686813186813186,-0.09375,0.3,24.642622950819675,30.844098360655742,10.896420622950824,27.03475409836068,30.30163934426229,82.31147540983606,19.431676725154983,13.0,12.098001639344265,4.622950819672131,1.3934426229508197,61.0,0.8032786885245902,282.0,85.0,61.0,49.0
E. Nesbit,The Railway Children,4795,"What the eye  don't see the 'art needn't take no notice of's what I always say."" And now, following the track of the hare by the little white blots of  scattered paper, came the hounds. There were thirty of them, and they  all came down the steep, ladder-like steps by ones and twos and threes  and sixes and sevens. Bobbie and Phyllis and Peter counted them as they  passed.",375.0,81.0,4.0,3.740740740740741,20.25,0.6790123456790124,0.0617283950617283,36.0,0.0373333333333333,-0.0857638888888888,0.2222222222222222,25.273333333333337,33.47541666666667,7.389330152777781,42.10500000000002,30.46666666666667,78.94444444444444,12.486832980505138,5.0,11.593811111111112,4.013888888888889,1.0833333333333333,72.0,0.7222222222222222,289.0,78.0,72.0,52.0
E. Nesbit,The Railway Children,5430,"For many and many a night after the day when she and Peter and Phyllis  had saved the train from wreck by waving their little red flannel flags,  Bobbie used to wake screaming and shivering, seeing again that horrible  mound, and the poor, dear trustful engine rushing on towards it--just  thinking that it was doing its swift duty, and that everything was clear  and safe.",373.0,73.0,1.0,4.164383561643835,73.0,0.7671232876712328,0.0136986301369863,32.0,0.0214477211796246,0.0015625,0.4979166666666667,25.73538461538462,32.66353846153846,10.700862430769234,26.3246153846154,27.846153846153847,81.92307692307692,12.486832980505138,11.0,10.74726923076923,4.584615384615384,1.353846153846154,65.0,0.8153846153846154,298.0,88.0,65.0,53.0
E. Nesbit,The Railway Children,5471,"The very sleepers on which the rails lay were a delightful path to  travel by--just far enough apart to serve as the stepping-stones in a  game of foaming torrents hastily organised by Bobbie. Then to arrive at the station, not through the booking office, but in  a freebooting sort of way by the sloping end of the platform. This in  itself was joy. Joy, too, it was to peep into the porters' room, where the lamps are,  and the Railway almanac on the wall, and one porter half asleep behind a  paper.",502.0,106.0,4.0,3.820754716981132,26.5,0.6886792452830188,0.0,51.0,0.0298804780876494,0.2148148148148148,0.4962962962962963,35.42478260869565,44.68989130434782,8.994784728260875,4.946304347826114,39.40869565217392,110.47826086956522,16.41640786499874,17.0,11.289047826086955,4.271739130434782,1.2826086956521738,92.0,0.75,393.0,118.0,92.0,69.0
E. Nesbit,The Railway Children,10660,"""Oh, course I shan't, silly,"" said Peter, very much relieved all the  same. ""Oh, Peter, I AM so sorry,"" said Bobbie, after a pause. ""That's all right,"" said Peter, gruffly. ""It was ALL my fault,"" said Bobbie. ""Rot,"" said Peter. ""If we hadn't quarrelled, it wouldn't have happened. I knew it was wrong  to quarrel. I wanted to say so, but somehow I couldn't."" ""Don't drivel,"" said Peter. ""I shouldn't have stopped if you HAD said  it. Not likely. And besides, us rowing hadn't anything to do with it.",499.0,140.0,12.0,3.021428571428572,11.666666666666666,0.4857142857142857,0.0642857142857142,45.0,0.1022044088176352,-0.1363265306122449,0.6708163265306121,34.76989690721649,44.40474226804124,5.534448855670103,18.547010309278377,41.274226804123714,107.30927835051548,16.41640786499874,10.0,13.493988659793812,3.680412371134021,1.0618556701030928,97.0,0.6597938144329897,357.0,103.0,97.0,64.0
E. Nesbit,The Railway Children,12402,"Her hair was brushed very smooth and tight,  and her face shone with soap and water. ""I'm a bit late changing, Miss,"" she said to Bobbie, ""owing to me having  had a extry clean-up to-day, along o' Perks happening to name its being  his birthday. I don't know what put it into his head to think of such  a thing. We keeps the children's birthdays, of course; but him and  me--we're too old for such like, as a general rule.""",423.0,103.0,4.0,3.3300970873786406,25.75,0.7572815533980582,0.0970873786407767,45.0,0.0591016548463357,0.0239285714285714,0.4169642857142857,30.234285714285715,38.40071428571429,6.1064024047619085,27.910714285714302,34.55238095238095,93.52380952380952,10.745966692414834,8.0,10.998495238095238,3.7857142857142856,1.1071428571428572,84.0,0.8452380952380952,318.0,93.0,84.0,71.0
E. Nesbit,The Railway Children,13696,"And then the old gentleman got up and said things, too. It was very like  a prize-giving. And then he called the children one by one, by their  names, and gave each of them a beautiful gold watch and chain. And  inside the watches were engraved after the name of the watch's new  owner:--    ""From the Directors of the Northern and Southern Railway in grateful  recognition of the courageous and prompt action which averted an  accident on --- 1905.""",450.0,92.0,4.0,3.967391304347826,23.0,0.7065217391304348,0.0217391304347826,42.0,0.0377777777777777,0.231060606060606,0.3424242424242424,30.156708860759498,38.758227848101264,9.6513607721519,19.56139240506332,36.15696202531645,97.9873417721519,19.431676725154983,15.0,10.353127848101266,4.39240506329114,1.2658227848101269,79.0,0.7341772151898734,347.0,100.0,79.0,58.0
E. Nesbit,The Railway Children,14824,"cried Peter, suddenly, ""I've got it."" He jumped up and kicked  at the loose hay. ""What?"" said the others, eagerly. ""Why, Perks is so nice to everybody. There must be lots of people in the  village who'd like to help to make him a birthday. Let's go round and  ask everybody."" ""Mother said we weren't to ask people for things,"" said Bobbie,  doubtfully. ""For ourselves, she meant, silly, not for other people. I'll ask the old  gentleman too. You see if I don't,"" said Peter. ""Let's ask Mother first,"" said Bobbie.",513.0,133.0,12.0,3.233082706766917,11.083333333333334,0.5789473684210527,0.0601503759398496,41.0,0.0818713450292397,-0.0835470085470085,0.5391737891737891,36.11571428571429,45.641020408163264,6.456713306122452,10.679285714285754,42.05714285714286,107.18367346938776,17.491376746189438,9.0,12.04199387755102,3.836734693877551,1.1428571428571428,98.0,0.7346938775510204,376.0,112.0,98.0,72.0
E. Nesbit,The Railway Children,15107,"Little long grass spikes stood up like bits of gold wire,  frail blue harebells trembled on their tough, slender stalks, Gipsy  roses opened wide and flat their lilac-coloured discs, and the golden  stars of St. John's Wort shone at the edges of the pool that lay halfway  to the Railway. Bobbie gathered a generous handful of the flowers and  thought how pretty they would look lying on the green-and-pink blanket  of silk-waste that now covered Jim's poor broken leg.",469.0,87.0,2.0,4.425287356321839,43.5,0.7816091954022989,0.0114942528735632,27.0,0.0277185501066098,-0.1001388888888889,0.4858333333333333,31.29629629629629,40.933703703703706,11.128044098765436,14.953333333333362,35.85679012345679,99.51851851851852,17.491376746189438,15.0,13.30730987654321,4.641975308641976,1.2962962962962965,81.0,0.8148148148148148,376.0,105.0,81.0,66.0
E. Nesbit,The Story of the Amulet,486,"""Well, they always take the savages beads and brandy, and stays, and  hats, and braces, and really useful things—things the savages haven't  got, and never heard about. And the savages love them for their kind  generousness, and give them pearls, and shells, and ivory, and  cassowaries. And that's the way—""    ""Wait a sec,"" said Anthea, splashing. ""I can't hear what you're saying. Shells and—""    ""Shells, and things like that. The great thing is to get people to love  you by being generous.",495.0,112.0,6.0,3.6607142857142856,18.666666666666668,0.5982142857142857,0.0535714285714285,37.0,0.0606060606060606,0.4333333333333333,0.5750000000000001,32.03885057471264,42.10103448275862,8.8653751954023,20.316206896551748,38.47816091954024,95.04597701149426,18.491933384829668,7.0,13.03353908045977,4.252873563218391,1.160919540229885,87.0,0.7011494252873564,370.0,101.0,87.0,61.0
E. Nesbit,The Story of the Amulet,725,"""I say, Pussy, let it be pax! We're sorry if you are—""    It was enough. The kiss of peace was given by all. Jane being the  youngest was entitled to this ceremonial. Anthea added a special apology of her own. ""I'm sorry if I was a pig, Pussy dear,"" she said—""especially because in  my really and truly inside mind I've been feeling a little as if I'd  rather not go into the Past again either. But then, do think.",414.0,101.0,7.0,3.3168316831683167,14.428571428571429,0.7326732673267327,0.0891089108910891,45.0,0.0507246376811594,-0.0230357142857142,0.6371428571428572,30.936666666666664,37.78392857142857,5.336421916666669,22.87500000000001,35.50476190476191,93.52380952380952,13.954451150103322,8.0,10.622542857142856,3.6547619047619047,1.1666666666666667,84.0,0.8214285714285714,307.0,98.0,84.0,69.0
E. Nesbit,The Story of the Amulet,1033,"At the same moment the boys pushed him through the arch and all  followed him. He turned to look back, and through the arch he saw nothing but a waste  of waters, with above it the peak of the terrible mountain with fire  raging from it. He staggered back to his chair. ""What a ghastly dream!"" he gasped. ""Oh, you're here, my—er—dears. Can I  do anything for you?"" ""You've hurt your hand,"" said Anthea gently; ""let me bind it up."" The hand was indeed bleeding rather badly. The Psammead had crept back to its bag.",513.0,121.0,10.0,3.495867768595041,12.1,0.6694214876033058,0.0909090909090909,52.0,0.0506822612085769,-0.1888888888888888,0.2990740740740741,35.53515151515151,46.48181818181818,6.88520667676768,16.622727272727303,41.21616161616162,110.11111111111111,13.954451150103322,11.0,11.57730404040404,3.909090909090909,1.0606060606060606,99.0,0.7676767676767676,387.0,105.0,99.0,76.0
E. Nesbit,The Story of the Amulet,1915,"Few  children are privileged to see the camp of Caesar. The student and the  smaller girl-child will remain here with me."" Nobody liked this; but when Caesar said a thing that thing was so, and  there was an end to it. So the three went. Left alone with Jane and the learned gentleman, the great Roman found  it easy enough to turn them inside out. But it was not easy, even for  him, to make head or tail of the insides of their minds when he had got  at them.",461.0,102.0,6.0,3.5980392156862746,17.0,0.7058823529411765,0.0490196078431372,52.0,0.0281995661605206,0.1770833333333333,0.5395833333333333,33.40777777777778,42.096,6.997862377777782,15.845000000000011,37.333333333333336,98.88888888888889,12.486832980505138,8.0,10.030388888888888,3.933333333333333,1.1777777777777778,90.0,0.7555555555555555,354.0,106.0,90.0,68.0
E. Nesbit,The Story of the Amulet,2249,"""Be comforted,"" the Priest whispered, ""our time will come."" The dusk deepened, and Pheles, crouched beside a dim lantern, steered  by the shilling compass from the Crystal Palace. No one ever knew how the other ship sailed, but suddenly, in the deep  night, the look-out man at the stern cried out in a terrible voice—    ""She is close upon us!"" ""And we,"" said Pheles, ""are close to the harbour."" He was silent a  moment, then suddenly he altered the ship's course, and then he stood  up and spoke.",498.0,116.0,5.0,3.5689655172413794,23.2,0.646551724137931,0.0517241379310344,42.0,0.0582329317269076,-0.1464285714285714,0.4821428571428571,32.776179775280895,42.91550561797752,8.641407741573033,18.592134831460697,38.74606741573034,105.85393258426969,17.491376746189438,15.0,11.599214606741572,4.213483146067416,1.1573033707865168,89.0,0.7865168539325843,375.0,103.0,89.0,70.0
E. Nesbit,The Story of the Amulet,4134,"""And we want to ask you not to trouble about conquering Britain,"" said  Anthea; ""it's a poor little place, not worth bothering about."" ""Are you from Britain?"" the General asked. ""Your clothes are uncouth,  but well woven, and your hair is short as the hair of Roman citizens,  not long like the hair of barbarians, yet such I deem you to be."" ""We're not,"" said Jane with angry eagerness; ""we're not barbarians at  all.",418.0,102.0,5.0,3.450980392156863,20.4,0.6274509803921569,0.0686274509803921,39.0,0.0669856459330143,-0.1513888888888889,0.4555555555555555,28.385454545454547,36.21584415584416,7.716158116883118,28.69818181818184,33.91688311688312,92.58441558441558,16.41640786499874,12.0,11.146868831168833,4.064935064935065,1.181818181818182,77.0,0.7532467532467533,313.0,91.0,77.0,58.0
E. Nesbit,The Story of the Amulet,4238,"Soon the table was littered over with things  which the children thought likely to interest the Ancient Egyptians. Anthea brought dolls, puzzle blocks, a wooden tea-service, a green  leather case with _Nécessaire_ written on it in gold letters. Aunt Emma  had once given it to Anthea, and it had then contained scissors,  penknife, bodkin, stiletto, thimble, corkscrew, and glove-buttoner. The  scissors, knife, and thimble, and penknife were, of course, lost, but  the other things were there and as good as new.",513.0,101.0,4.0,4.227722772277228,25.25,0.6237623762376238,0.0,36.0,0.0467836257309941,0.0852272727272727,0.4549242424242425,32.316049382716045,42.736296296296295,13.378357444444449,7.642222222222259,35.85679012345679,108.1604938271605,17.491376746189438,22.0,12.13768024691358,5.024691358024692,1.382716049382716,81.0,0.7530864197530864,407.0,112.0,81.0,61.0
E. Nesbit,The Story of the Amulet,6934,"Then there was a  mantelboard with maroon plush and wool fringe that did not match the  plush; a dreary clock like a black marble tomb—it was silent as the  grave too, for it had long since forgotten how to tick. And there were  painted glass vases that never had any flowers in, and a painted  tambourine that no one ever played, and painted brackets with nothing  on them. ""And maple-framed engravings of the Queen,  The Houses of Parliament, the Plains of Heaven,  And of a blunt-nosed woodman's flat return.""",512.0,102.0,3.0,4.098039215686274,34.0,0.7058823529411765,0.0098039215686274,46.0,0.029296875,-0.0604166666666666,0.2645833333333333,35.07142857142857,44.87681318681319,9.848787450549455,5.698571428571441,39.03736263736264,106.3846153846154,16.41640786499874,14.0,12.140979120879122,4.417582417582418,1.2857142857142858,91.0,0.7362637362637363,402.0,117.0,91.0,67.0
E. Nesbit,The Story of the Amulet,7062,"Only Robert made a shuffling  noise with his feet till Anthea nudged him to shut up. At last the learned gentleman drew a long breath. ""Where did you find this?"" he asked. ""We didn't find it. We bought it at a shop. Jacob Absalom the name  is—not far from Charing Cross,"" said Cyril. ""We gave seven-and-sixpence for it,"" added Jane. ""It is not for sale, I suppose? You do not wish to part with it? I  ought to tell you that it is extremely valuable—extraordinarily  valuable, I may say.""",487.0,113.0,11.0,3.566371681415929,10.272727272727272,0.6637168141592921,0.0973451327433628,45.0,0.0533880903490759,-0.0124999999999999,0.5777777777777778,34.14217391304348,43.46119565217391,7.460910554347826,14.141956521739148,39.40869565217392,103.95652173913044,16.41640786499874,11.0,10.94578695652174,4.010869565217392,1.173913043478261,92.0,0.7608695652173914,369.0,108.0,92.0,70.0
E. Nesbit,The Story of the Amulet,7521,"It was the exact counterpart of  their precious half-Amulet. A silence, full of emotion, was broken by Jane. ""Then we've found it!"" she said. ""Oh do let's take it and go home!"" ""Easy to say 'take it',"" said Cyril; ""he looks very strong."" He did—yet not so strong as the other sailors. ""It's odd,"" said Anthea musingly, ""I do believe I've seen that man  somewhere before."" ""He's rather like our learned gentleman,"" said Robert, ""but I'll tell  you who he's much more like—""    At this moment that sailor looked up.",513.0,131.0,9.0,3.312977099236641,14.555555555555555,0.6412213740458015,0.0763358778625954,44.0,0.0838206627680311,0.2113333333333333,0.5845,35.15244897959184,45.54489795918368,6.336716346938779,17.585408163265328,41.648979591836735,109.22448979591836,16.41640786499874,11.0,11.558626530612244,3.816326530612245,1.0612244897959184,98.0,0.7755102040816326,374.0,104.0,98.0,76.0
E. Nesbit,The Story of the Amulet,9041,"Henry Hirsh is down now, and  Prentice is cut in two—oh, Lord! and Huth, and there goes Lionel Cohen  with his head off, and Guy Nickalls has lost his head now. A dream? I  wish to goodness it was all a dream."" And, of course, instantly it was!",244.0,60.0,5.0,3.25,12.0,0.7166666666666667,0.0166666666666666,27.0,0.0491803278688524,-0.0972222222222222,0.4777777777777777,16.52408163265306,20.468163265306124,5.3148235714285725,63.86734693877555,20.416326530612245,57.16326530612245,8.477225575051662,4.0,8.64485918367347,3.693877551020408,1.1020408163265305,49.0,0.7959183673469388,181.0,54.0,49.0,39.0
E. Nesbit,The Story of the Amulet,9085,"Robert spoke the  wishes of all when he said—    ""I do wish you'd go on."" So it sat up on the green-covered table and  went on. ""When you'd gone away,"" it said, ""I went to sand for a bit, and slept. I was tired out with all your silly wishes, and I felt as though I  hadn't really been to sand for a year."" ""To sand?"" Jane repeated. ""Where I sleep. You go to bed. I go to sand."" Jane yawned; the mention of bed made her feel sleepy. ""All right,"" said the Psammead, in offended tones.",483.0,130.0,11.0,3.023076923076923,11.818181818181818,0.5615384615384615,0.0923076923076923,52.0,0.0703933747412008,-0.1035714285714285,0.5776785714285714,35.8,44.9137,4.306406169999999,16.505000000000024,41.2,105.0,12.486832980505138,5.0,11.1229,3.47,1.05,100.0,0.66,347.0,105.0,100.0,66.0
E. Nesbit,The Story of the Amulet,9436,"Cyril and Robert went out with the taste of apple still in their mouths  and the purple of blackberries on their lips—and, in the case of  Robert, on the wristband as well—and bought a big sheet of cardboard at  the stationers. Then at the plumber's shop, that has tubes and pipes  and taps and gas-fittings in the window, they bought a pane of glass  the same size as the cardboard.",383.0,77.0,2.0,4.012987012987013,38.5,0.6103896103896104,0.0129870129870129,39.0,0.02088772845953,0.0,0.1125,25.64986301369864,34.42616438356165,7.957662027397262,41.18657534246576,30.843835616438355,82.58904109589041,12.486832980505138,7.0,10.285519178082192,4.109589041095891,1.082191780821918,73.0,0.6164383561643836,300.0,79.0,73.0,45.0
E. Nesbit,The Story of the Amulet,10109,"""All that goot food wasted,"" said old Mr Levinstein. A bad tream—a bad  tream."" The Members of the Stock Exchange are said to be at all times a noisy  lot. But the noise they made now to express their disgust at the  costumes of ancient Babylon was far louder than their ordinary row. One  had to shout before one could hear oneself speak. ""I only wish,"" said the clerk who thought it was conjuring—he was quite  close to the children and they trembled, because they knew that  whatever he wished would come true.",513.0,107.0,6.0,3.925233644859813,17.833333333333332,0.7383177570093458,0.0467289719626168,42.0,0.0272904483430799,-0.1624999999999999,0.5854166666666667,35.12315789473685,45.852,8.583125147368424,12.452105263157904,40.10526315789474,111.84210526315788,15.24744871391589,16.0,11.67271052631579,4.2,1.1578947368421053,95.0,0.7789473684210526,399.0,110.0,95.0,74.0
E. Nesbit,The Story of the Amulet,10810,"""They'd be  rather fine men, some of them, if they were dressed decently,  especially the ones with the beautiful long, curved noses. I wish they  were dressed like the Babylonians of my court."" And of course, it was so. The moment the almost fainting Psammead had blown itself out every man  in Throgmorton Street appeared abruptly in Babylonian full dress. All were carefully powdered, their hair and beards were scented and  curled, their garments richly embroidered.",470.0,91.0,5.0,4.307692307692308,18.2,0.7472527472527473,0.0549450549450549,36.0,0.0319148936170212,0.2145833333333333,0.775,31.910129870129868,40.008311688311686,12.450583597402598,3.428051948051973,35.47532467532468,99.07792207792208,19.431676725154983,17.0,12.37725844155844,4.87012987012987,1.4805194805194806,77.0,0.8311688311688312,375.0,114.0,77.0,64.0
E. Nesbit,The Story of the Amulet,12501,"""Egypt's so nice too,"" Jane went on, ""because of Doctor Brewer's  Scripture History. I would like to go there when Joseph was dreaming  those curious dreams, or when Moses was doing wonderful things with  snakes and sticks."" ""I don't care about snakes,"" said Anthea shuddering. ""Well, we needn't be in at that part, but Babylon was lovely! We had  cream and sweet, sticky stuff. And I expect Egypt's the same."" There was a good deal of discussion, but it all ended in everybody's  agreeing to Jane's idea.",505.0,117.0,7.0,3.606837606837607,16.714285714285715,0.6837606837606838,0.0427350427350427,43.0,0.0594059405940594,0.4535714285714285,0.7321428571428571,35.12957446808511,44.81085106382978,7.904254553191489,10.625000000000028,40.1531914893617,105.70212765957449,16.41640786499874,11.0,13.506240425531916,4.085106382978723,1.1914893617021276,94.0,0.7978723404255319,384.0,112.0,94.0,75.0
E. Nesbit,The Story of the Amulet,12917,"""They'll try to make you tell things,"" said the gaoler grimly, ""and my  advice is if you've nothing to tell, make up something. Then perhaps  they'll sell you to the Northern nations. Regular savages _they_ are. Good night."" ""Good night,"" said three trembling voices, which their owners strove in  vain to render firm. Then he went out, and the three were left alone in  the damp, dim vault. ""I know the light won't last long,"" said Cyril, looking at the  flickering brazier.",475.0,110.0,7.0,3.609090909090909,15.714285714285714,0.6272727272727273,0.0636363636363636,33.0,0.0631578947368421,0.0649999999999999,0.4343589743589743,31.25930232558139,41.34104651162791,8.536857988372095,24.12406976744188,35.7953488372093,98.7906976744186,12.486832980505138,11.0,12.308611627906975,4.197674418604652,1.127906976744186,86.0,0.7558139534883721,361.0,97.0,86.0,65.0
E. Nesbit,The Story of the Amulet,13950,"""That's just it,"" said Cyril in mysterious accents. ""Oh, _bother!_""    Old Nurse had come in with the tray of knives, forks, and glasses, and  was getting the tablecloth and table-napkins out of the chiffonier  drawer. ""It's always meal-times just when you come to anything interesting."" ""And a nice interesting handful _you'd_ be, Master Cyril,"" said old  Nurse, ""if I wasn't to bring your meals up to time. Don't you begin  grumbling now, fear you get something to grumble _at_.""",481.0,109.0,5.0,3.7247706422018334,21.8,0.6330275229357798,0.036697247706422,37.0,0.079002079002079,0.3,0.5666666666666668,32.275294117647064,41.35070588235294,9.169057011764709,15.058823529411782,38.235294117647065,103.82352941176472,19.431676725154983,16.0,11.939323529411766,4.305882352941176,1.2470588235294118,85.0,0.7764705882352941,366.0,106.0,85.0,66.0
